date,symbol,adv,dec,open,high,low,close,qty,trades,new_high,new_low,fiiIdxFutlong,fiiIdxFutshort,fiiIdxCElong,fiiIdxCEshort,fiiIdxPElong,fiiIdxPEshort,fiiStkFutlong,fiiStkFutshort,fiiStkCElong,fiiStkCEshort,fiiStkPElong,fiiStkPEshort,diiIdxFutlong,diiIdxFutshort,diiIdxCElong,diiIdxCEshort,diiIdxPElong,diiIdxPEshort,diiStkFutlong,diiStkFutshort,diiStkCElong,diiStkCEshort,diiStkPElong,diiStkPEshort,propIdxFutlong,propIdxFutshort,propIdxCElong,propIdxCEshort,propIdxPElong,propIdxPEshort,propStkFutlong,propStkFutshort,propStkCElong,propStkCEshort,propStkPElong,propStkPEshort
20150420T,CNX Nifty,304,1219,8618.8,8619.95,8422.75,8448.1,7241.84,7741894.0,23,8,549229,188041,865678,470418,1125455,288134,476639,1411590,33132,34263,20993,19256,32717,48010,302641.0,0,6280,0,19863,339129.0,690,57,0,0,87414,88776,321890.0,799829.0,451235.0,652893.0,227828.0,170724.0,60176,166882,57708,65212
20150421T,CNX Nifty,642,854,8416.1,8469.35,8352.7,8377.75,9825.47,8252209.0,13,7,588303,212975,859104,518794,1213381,294098,474569,1463004,34075,38840,22035,21395,32500,41791,301927.0,0,5200,0,21135,351839.0,690,75,0,0,85385,99335,352867.0,841578.0,394121.0,663931.0,243127.0,177592.0,63481,180798,61183,68144
20150423T,CNX Nifty,700,809,8478.2,8504.95,8361.85,8398.3,6643.99,7078309.0,18,9,569937,224836,877496,565127,1260293,311245,478386,1448273,36258,41384,22536,21766,31948,39616,303725.0,0,8639,0,22500,365536.0,690,78,0,0,80381,83841,421622.0,921505.0,429705.0,714005.0,263720.0,198643.0,67108,193418,64575,75820
20150424T,CNX Nifty,235,1287,8405.7,8413.3,8273.35,8305.25,7515.83,7485635.0,18,15,550121,232004,905456,563229,1257652,328359,482272,1419529,36318,45357,22475,23803,31926,33661,305365.0,0,8878,0,22255,376816.0,690,102,0,0,79129,83249,433973.0,977464.0,428964.0,684174.0,282330.0,214746.0,66340,203840,67055,74205
20150427T,CNX Nifty,246,1277,8330.55,8334.45,8202.35,8213.8,7688.39,8074956.0,12,31,537925,239006,929060,589985,1236075,337990,498005,1404892,38534,47075,21112,25450,33046,30322,304574.0,0,8038,0,22640,388798.0,690,117,0,0,95707,89966,436909.0,1068683.0,448128.0,659058.0,302872.0,238875.0,66823,214643,69807,75849
20150428T,CNX Nifty,998,499,8215.55,8308.0,8185.15,8285.6,7874.62,8376441.0,11,21,530611,253931,917504,583405,1266339,377440,528973,1399124,39780,46294,21455,26543,29966,27352,305222.0,0,8754,0,22965,406045.0,690,144,0,0,102085,75564,396454.0,983914.0,455612.0,693438.0,310373.0,247062.0,72645,210807,69165,83924
20150429T,CNX Nifty,849,636,8274.8,8308.2,8219.2,8239.75,7384.64,7492585.0,9,8,564980,297306,943653,605617,1211299,386267,534714,1392003,40986,46504,21211,26368,24634,27352,305222.0,0,5878,0,22499,416450.0,690,151,0,0,100988,95112,411336.0,1076938.0,504315.0,719960.0,283807.0,213413.0,73195,214415,70411,85701
20150430T,CNX Nifty,661,823,8224.5,8229.4,8144.75,8181.5,9898.23,8744535.0,10,12,382402,170697,489462,396662,859189,243292,478664,1386511,1704,1653,1035,1363,3525,24551,305703.0,0,4800,0,11773,501406.0,0,0,0,0,139992,46299,234012.0,487523.0,380882.0,325908.0,210409.0,134189.0,23033,66594,33337,22391
20150504T,CNX Nifty,1204,324,8230.05,8346.0,8220.45,8331.95,6813.38,6938077.0,12,11,379185,181365,526802,475164,1029599,260666,500830,1377326,10918,10636,9628,6409,4742,27306,305871.0,0,6400,0,11773,504571.0,0,0,0,0,126077,43846,253904.0,506561.0,345078.0,389436.0,207778.0,136033.0,31244,79514,33878,32199
20150505T,CNX Nifty,700,802,8338.4,8355.65,8280.6,8324.8,6975.23,7144953.0,15,9,336091,182655,568634,489517,1042406,271735,516558,1351555,17828,16247,12615,8748,4720,35306,305431.0,0,7200,0,11825,504972.0,0,0,0,0,112462,46808,253239.0,519746.0,350628.0,419779.0,208890.0,137445.0,37830,91366,36458,37867
20150506T,CNX Nifty,178,1337,8316.6,8331.95,8083.0,8097.0,9366.33,8382109.0,8,13,274052,212872,591488,550918,1078542,317009,535392,1300828,22765,19733,12383,10238,7566,35879,305440.0,0,9400,0,11709,497173.0,0,0,0,0,100941,67602,314324.0,631969.0,464558.0,531207.0,198208.0,130737.0,36140,113185,45412,36951
20150507T,CNX Nifty,296,1207,8077.0,8122.6,7997.15,8057.3,9202.03,8176568.0,11,26,232254,212019,567747,600258,1196535,326218,549290,1278591,25752,21428,13041,11616,11507,25479,305445.0,0,10400,0,12398,493055.0,0,16,0,0,95639,64096,304288.0,688319.0,426562.0,544701.0,200278.0,132829.0,40312,127471,48754,40487
20150508T,CNX Nifty,1159,350,8131.5,8224.95,8123.45,8191.5,7488.04,7159519.0,13,16,226372,199122,662808,599519,1204524,328468,571120,1261297,27276,23842,14673,13146,7875,37581,306945.0,0,11951,0,12640,485767.0,0,8,0,0,82525,53165,328123.0,647993.0,417095.0,575780.0,205292.0,135542.0,44454,129303,48565,45817
20150511T,CNX Nifty,1055,442,8243.2,8332.75,8224.65,8325.25,6797.06,6841045.0,19,12,234415,193227,691188,606216,1246404,344607,586520,1247464,28182,24676,16222,13551,8385,46611,306134.0,0,11151,0,12622,479451.0,0,13,0,0,75352,52847,338744.0,634746.0,452305.0,689463.0,206358.0,141330.0,51612,129354,47372,56044
20150514T,CNX Nifty,874,603,8232.45,8236.25,8137.3,8224.2,7411.16,7604086.0,11,16,215432,273447,778823,636870,1317921,360448,621365,1221325,35441,29002,20371,15641,11454,44761,306574.0,0,9410,0,17108,478896.0,0,47,0,0,76035,89852,409064.0,723693.0,425950.0,685883.0,221627.0,156468.0,55538,148601,52532,61096
20150515T,CNX Nifty,821,660,8240.3,8279.2,8212.2,8262.35,7774.05,6850814.0,22,18,221690,284344,805119,638369,1310259,355338,627207,1224629,36306,28491,20764,15757,11374,44761,306574.0,0,9330,0,19373,479811.0,0,59,0,0,73909,94728,411258.0,722077.0,426653.0,720491.0,227531.0,159973.0,55777,150676,52969,63931
20150518T,CNX Nifty,990,485,8284.95,8384.6,8271.95,8373.65,7450.74,6667661.0,20,18,220419,277414,821107,591419,1332712,384504,631820,1231499,35349,28195,21423,16342,11480,44761,306574.0,0,9578,0,21805,480389.0,0,63,0,0,80128,90462,415148.0,690620.0,430091.0,798076.0,238303.0,165982.0,59582,148075,52596,68967
20150520T,CNX Nifty,763,727,8392.65,8440.35,8391.45,8423.25,6504.52,6076052.0,21,19,281607,274444,866034,556949,1331193,384691,647237,1238024,35682,28684,20509,18789,12844,52569,307184.0,0,7498,0,23371,484906.0,0,89,0,0,74416,81876,434103.0,681791.0,419830.0,828073.0,256859.0,191064.0,64666,153341,54737,76548
20150521T,CNX Nifty,609,882,8434.5,8446.35,8382.5,8421.0,6362.73,6765705.0,20,12,274655,289487,888051,558681,1335225,387925,668131,1251818,39336,31814,21130,19099,13122,52569,307684.0,0,7498,0,23591,492339.0,0,95,0,0,75646,67514,401653.0,692103.0,442229.0,830813.0,285173.0,214602.0,67719,162006,57151,81043
20150525T,CNX Nifty,568,915,8438.15,8441.95,8364.15,8370.25,6337.41,5167971.0,18,26,330645,316356,939746,572018,1350561,379146,689598,1278004,40141,36385,19102,22182,12878,52569,309004.0,0,5538,0,25921,503519.0,0,94,0,0,82738,50683,381899.0,797895.0,414000.0,786232.0,310766.0,239110.0,70996,179696,62582,82179
20150527T,CNX Nifty,656,825,8302.75,8342.85,8277.95,8334.6,6942.22,7260365.0,13,19,399776,385158,957660,583320,1310704,365701,737582,1339231,37402,34359,17384,20696,10202,53058,311204.0,0,2738,0,28949,531269.0,0,68,0,0,91279,50354,387889.0,901359.0,434530.0,851999.0,298866.0,222394.0,78989,188262,68678,93183
20150528T,CNX Nifty,641,825,8345.7,8364.5,8270.15,8319.0,8592.19,7526636.0,11,12,270518,275464,502535,380569,811619,202804,612445,1198713,162,514,62,742,6246,42823,312704.0,0,2000,0,11483,536831.0,0,50,0,0,73589,34413,276222.0,389658.0,317046.0,349286.0,199567.0,122845.0,21337,48527,30605,18714
20150529T,CNX Nifty,861,622,8327.1,8443.9,8305.7,8433.65,11724.27,10946057.0,26,10,392088,219913,598928,388802,857630,221856,642891,1273877,9680,9877,10436,7796,8246,42743,312832.0,0,0,0,12873,568895.0,0,62,0,0,74050,42147,331703.0,422763.0,343822.0,415057.0,201244.0,156941.0,32490,58486,33918,30285
20150601T,CNX Nifty,672,844,8417.25,8467.15,8405.4,8433.4,6329.13,6501994.0,36,21,397399,224799,611024,405349,881818,261529,649635,1294110,12394,12897,11874,8284,7895,50743,314264.0,0,0,0,13200,570609.0,0,23,0,0,76812,45340,318440.0,480542.0,358144.0,434097.0,204470.0,146341.0,36151,74388,39765,35464
20150602T,CNX Nifty,292,1206,8442.8,8445.35,8226.05,8236.45,7408.36,7215955.0,17,20,348850,276302,622992,437902,948321,261155,657355,1294272,13193,13998,11373,7827,11711,50777,315544.0,0,18800,0,12273,565163.0,0,27,0,0,86768,58455,332513.0,602917.0,434067.0,466074.0,206701.0,143114.0,33985,90057,45248,33819
20150603T,CNX Nifty,227,1306,8232.45,8236.7,8094.15,8135.1,17234.82,8578708.0,9,58,322896,283425,659419,455537,1038695,252317,664121,1297818,14090,15523,11922,9688,17679,47117,316744.0,0,22000,0,12949,568937.0,0,27,0,0,88085,59916,340626.0,709359.0,427148.0,490474.0,214125.0,149249.0,38029,115193,50984,39848
20150604T,CNX Nifty,702,768,8155.15,8160.05,8056.75,8130.65,9841.56,7466515.0,9,29,345142,306323,658403,459583,1122563,253117,669569,1293449,15198,16864,12542,10069,18680,47117,316836.0,0,22000,0,15375,568225.0,0,31,0,0,82404,69453,349577.0,735154.0,421892.0,524132.0,219236.0,157684.0,42290,126327,52916,43332
20150605T,CNX Nifty,794,692,8119.15,8191.0,8100.15,8114.7,7637.26,6866864.0,16,20,351663,333481,660545,481159,1166270,265642,672441,1294766,18423,20653,13712,12344,16010,46866,316848.0,0,22000,0,19342,565173.0,0,35,0,0,75277,68622,341624.0,714828.0,426430.0,531299.0,225643.0,155855.0,44098,132149,54459,45426
20150608T,CNX Nifty,347,1133,8124.35,8131.0,8030.55,8044.15,6492.67,6518620.0,13,22,333987,328489,666168,491261,1190103,264035,680699,1285907,19333,22379,13931,13837,16016,46954,318348.0,0,22000,0,20798,567483.0,0,35,0,0,84256,81380,341889.0,780261.0,450526.0,535269.0,232720.0,162856.0,45590,146826,57835,47724
20150609T,CNX Nifty,554,925,8026.5,8057.15,8005.15,8022.4,6880.12,6740393.0,11,27,337598,325462,694597,547313,1235631,262971,687306,1282128,20972,24561,14733,14824,13749,43013,318348.0,0,22000,0,21523,568274.0,0,37,0,0,80224,87132,382249.0,832569.0,448555.0,546750.0,238941.0,166211.0,48771,155556,59447,49943
20150611T,CNX Nifty,289,1200,8157.3,8163.05,7958.25,7965.35,8198.0,6896028.0,9,29,352963,335580,712958,622389,1366025,287084,690859,1270824,22646,28015,14952,17067,15705,42464,318468.0,0,25872,0,23946,563912.0,28,37,0,0,75335,108505,420065.0,948105.0,438941.0,613869.0,245845.0,170301.0,49468,168472,62830,51911
20150615T,CNX Nifty,824,646,7986.6,8057.7,7944.85,8013.9,6335.77,5855309.0,8,36,354281,362249,723352,655821,1403967,289643,702058,1282552,24076,30959,15202,18729,14788,36302,320918.0,0,25872,0,28464,567484.0,28,37,0,0,68641,103596,390360.0,888272.0,430786.0,644105.0,255093.0,173789.0,53679,176125,62297,59539
20150617T,CNX Nifty,1033,451,8084.2,8136.85,8048.95,8091.55,7325.62,7287365.0,17,22,313960,358097,821302,697855,1416354,305593,721473,1265304,23690,33475,16179,20208,24998,39622,322998.0,0,13422,0,30223,575285.0,28,24,0,0,75003,113765,423648.0,881752.0,420309.0,684463.0,277393.0,185829.0,58596,180996,63873,67459
20150618T,CNX Nifty,987,476,8113.7,8186.9,8101.8,8174.6,7091.0,7109783.0,23,15,345992,375808,888819,680489,1445562,340757,740661,1242480,23425,34819,18199,21162,26773,50802,324398.0,0,13422,0,30365,580125.0,28,24,0,0,85318,105308,405441.0,845411.0,426237.0,714758.0,290609.0,203152.0,65469,179721,64195,77404
20150619T,CNX Nifty,818,675,8201.15,8250.8,8195.65,8224.95,7180.29,7159201.0,19,22,333540,370925,913318,662107,1471963,373582,763161,1228894,23093,36698,18949,23492,27022,50792,325142.0,0,13422,0,31987,591452.0,28,27,0,0,90384,72034,386752.0,816586.0,469006.0,807675.0,292205.0,211883.0,70197,178548,65099,83441
20150623T,CNX Nifty,858,619,8377.45,8398.45,8334.95,8381.55,7827.52,7035605.0,20,13,385814,299888,1002258,595398,1521024,419155,844164,1220182,21515,37279,18648,27056,27607,71754,325304.0,0,13422,0,33455,603120.0,28,35,0,0,76264,65829,377582.0,811873.0,525609.0,1028557.0,289094.0,222727.0,79560,177599,63783,98379
20150624T,CNX Nifty,624,859,8399.4,8421.35,8338.9,8360.85,8090.06,7534374.0,24,13,498960,348898,1047489,588188,1527917,456683,866470,1210970,20712,35642,16813,26906,22471,78129,319801.0,0,14822,0,32750,606874.0,28,35,0,0,70770,67140,358165.0,817684.0,524955.0,1072804.0,269168.0,204579.0,78915,181445,66720,96402
20150625T,CNX Nifty,723,747,8336.25,8423.15,8329.5,8398.0,10551.06,7257447.0,21,11,370866,115431,610797,292950,865510,169399,613248,985744,1748,896,263,856,13935,66514,245734.0,0,1000,0,14798,598178.0,0,11,0,0,56450,64593,289611.0,335230.0,349776.0,456913.0,182740.0,106894.0,24448,43808,29021,19069
20150626T,CNX Nifty,580,901,8393.95,8408.55,8339.7,8381.1,8745.83,6788284.0,26,13,369071,121226,656494,315876,919418,183912,621471,991329,12495,9157,9249,6582,18993,66514,247656.0,0,1000,0,15475,611140.0,0,11,0,0,55793,61964,314622.0,378714.0,349702.0,442277.0,188157.0,112679.0,32841,59523,35185,25886
20150629T,CNX Nifty,345,1158,8247.05,8329.45,8195.65,8318.4,7770.34,6628970.0,14,25,422495,139514,703894,319396,975728,204483,626203,997926,14446,12654,9987,9809,34805,48770,245734.0,0,0,0,17208,634520.0,0,16,0,0,49752,68013,321418.0,409644.0,401134.0,511287.0,195259.0,113848.0,38433,68585,42265,30878
20150630T,CNX Nifty,1054,440,8316.35,8378.0,8298.95,8368.5,8201.02,7357094.0,27,15,456168,156234,711027,331682,1018138,228896,632105,997629,15897,14226,11768,10603,34814,44514,247372.0,0,0,0,18097,662305.0,0,20,0,0,53447,76959,359821.0,431065.0,409102.0,539774.0,199605.0,125686.0,43149,76060,43425,34920
20150701T,CNX Nifty,1136,369,8376.25,8481.6,8370.15,8453.05,7985.04,7585097.0,49,10,479297,159080,754329,346496,1041544,244677,646507,988992,15953,14842,13384,11434,35374,48227,247372.0,0,0,0,20049,661616.0,0,31,0,0,53943,81939,364556.0,432503.0,422750.0,608897.0,202551.0,134849.0,47781,79684,43606,40076
20150703T,CNX Nifty,783,711,8440.1,8497.75,8424.15,8484.9,7114.25,5994213.0,40,9,515317,162001,820047,366318,1109981,266872,676189,988731,25050,18486,16133,12681,29046,48227,248331.0,0,3800,0,20495,657903.0,0,56,0,0,56440,97720,402488.0,470774.0,412768.0,649313.0,211048.0,136279.0,51776,92882,47808,46385
20150706T,CNX Nifty,1036,468,8386.15,8533.15,8386.15,8522.15,8621.86,6744914.0,44,15,500751,181285,825167,397706,1159374,287210,680626,1004248,25003,19678,17386,12907,32006,56627,248331.0,0,3000,0,21324,659057.0,0,64,0,0,66211,89783,382825.0,465227.0,400569.0,664972.0,218978.0,150662.0,54926,98941,49618,49486
20150707T,CNX Nifty,926,601,8525.5,8561.35,8483.85,8510.8,9536.38,7810819.0,58,14,552311,192469,844522,408581,1263230,353751,684895,1010015,26640,20469,19218,13197,32274,60627,248331.0,0,3000,0,21526,657702.0,0,61,0,0,57806,114334,410231.0,478470.0,386552.0,728099.0,217388.0,153512.0,57650,108440,51009,52954
20150710T,CNX Nifty,787,693,8365.7,8377.1,8315.4,8360.55,8374.54,8401697.0,32,6,508904,224832,935203,437456,1406415,426008,655967,1072133,29870,24950,20556,16658,41565,60382,248298.0,0,2200,0,23575,682704.0,0,48,0,0,74251,72873,354169.0,570132.0,428535.0,645301.0,235525.0,167209.0,62511,140565,59981,63340
20150713T,CNX Nifty,1020,482,8397.25,8471.65,8355.4,8459.65,7234.74,6780947.0,41,9,536248,246898,968778,462138,1395249,450841,642473,1087932,28050,24666,21568,18436,41247,55777,248662.0,0,0,0,24077,685190.0,0,64,0,0,92406,77007,393271.0,588861.0,415879.0,689015.0,240049.0,172367.0,66416,138828,58522,67477
20150714T,CNX Nifty,832,655,8470.6,8480.25,8424.1,8454.1,8707.59,7239075.0,53,7,577002,246799,978631,447681,1411431,451436,638434,1101076,28623,25601,22368,17326,40173,57777,248662.0,0,0,0,24198,685946.0,0,48,0,0,82053,80939,374535.0,583169.0,400355.0,696705.0,238996.0,170223.0,66923,147477,61818,70763
20150716T,CNX Nifty,851,652,8546.15,8616.1,8542.9,8608.05,8029.99,7332491.0,43,8,673996,226900,1026097,448052,1459062,477037,670097,1106750,28909,26730,24053,20483,35516,65633,248662.0,0,0,0,24721,687233.0,0,32,0,0,70598,101553,410083.0,532229.0,382506.0,850977.0,251632.0,177574.0,74314,147971,60069,80622
20150717T,CNX Nifty,749,764,8623.65,8642.95,8593.15,8609.85,8053.99,7040028.0,56,7,677013,219376,1049221,470205,1511272,526205,671860,1115703,30135,29391,25945,21876,34557,65633,249376.0,0,3200,0,27609,685668.0,0,33,0,0,66450,99369,400233.0,525626.0,397514.0,881962.0,252409.0,176317.0,75301,154127,62375,84565
20150721T,CNX Nifty,356,1172,8601.5,8646.75,8517.9,8529.45,8827.93,7745855.0,44,14,699076,194568,1029510,481066,1498881,554679,670899,1145192,31559,36631,27636,25547,26384,65683,249376.0,0,3200,0,28497,691607.0,0,33,0,0,58194,106461,359519.0,551570.0,391056.0,784365.0,273419.0,193721.0,80353,193241,74065,102585
20150722T,CNX Nifty,1027,485,8512.25,8643.9,8498.65,8633.5,7718.24,7121517.0,32,12,702706,213079,1059869,476640,1493557,558007,677047,1161019,33805,37018,29366,27409,26216,65683,249376.0,0,3200,0,28449,696824.0,0,33,0,0,85916,96570,399109.0,590365.0,395159.0,907156.0,286693.0,208786.0,88480,191959,72087,110213
20150723T,CNX Nifty,768,736,8643.95,8654.75,8573.8,8589.8,8043.1,7949427.0,45,5,699859,232629,1074101,533210,1517429,586123,676109,1173880,34401,40323,33064,28397,25537,65683,249376.0,0,3200,0,29439,703065.0,0,34,0,0,82345,92696,398496.0,626890.0,394754.0,847453.0,298073.0,214003.0,90814,207031,77205,113016
20150724T,CNX Nifty,573,947,8588.15,8589.15,8513.5,8521.55,8110.21,7501530.0,45,8,687394,227891,1066986,562525,1517555,585588,676138,1183631,32618,42551,33750,30736,29337,66013,249376.0,0,3200,0,31205,717288.0,0,36,0,0,80745,90917,402021.0,696736.0,401144.0,788228.0,307725.0,227451.0,88171,222454,82416,111913
20150727T,CNX Nifty,441,1085,8492.1,8492.2,8351.55,8361.0,7533.52,7796694.0,31,19,655403,260970,1078851,566023,1570677,588082,684612,1222257,33686,48545,29882,32108,30405,59018,249574.0,0,1200,0,31002,728671.0,0,42,0,0,95707,79446,408336.0,941432.0,463834.0,737983.0,336169.0,249330.0,84128,242098,89782,104276
20150728T,CNX Nifty,685,795,8371.1,8397.4,8321.75,8337.0,8734.02,8416622.0,40,19,698880,313635,1080271,566362,1598978,603072,703651,1255384,33978,47831,28991,33780,34817,49168,249574.0,0,2600,0,31548,738207.0,0,42,0,0,106610,73663,415143.0,1005194.0,492893.0,753293.0,343569.0,265468.0,82849,243735,89763,104214
20150729T,CNX Nifty,910,597,8365.6,8381.5,8338.45,8375.05,8837.9,7640918.0,49,21,659237,337297,1109952,540577,1613249,578751,725838,1286043,32189,44163,26037,32963,38656,49318,249874.0,0,2600,0,31462,740355.0,0,46,0,0,115067,70859,385018.0,1002698.0,485804.0,773541.0,327926.0,244264.0,86495,237096,88422,105720
20150730T,CNX Nifty,970,533,8417.0,8458.9,8408.3,8421.8,12184.13,8337092.0,60,13,463279,126029,692357,371133,863761,249070,587665,1133432,1443,1179,1027,1664,26825,45700,252834.0,0,0,0,24935,720372.0,0,0,0,0,61376,37869,258255.0,416824.0,305502.0,325569.0,216166.0,117234.0,26513,57518,33095,23742
20150731T,CNX Nifty,892,615,8456.1,8548.95,8448.0,8532.85,10214.22,8720434.0,56,8,503742,120486,742850,390239,893061,262654,611133,1146818,15370,13954,12078,8136,25163,55460,252834.0,0,0,0,26361,737442.0,1000,65,0,0,54159,54847,273332.0,387328.0,308000.0,384936.0,223524.0,122413.0,36953,73261,38715,36725
20150803T,CNX Nifty,980,549,8510.65,8563.95,8508.1,8543.05,11124.93,8756325.0,73,11,495465,122067,754987,389813,901569,267277,622799,1144198,18909,18322,14044,11282,24943,62215,252834.0,0,0,0,27677,731934.0,1000,45,0,0,53830,54549,280266.0,406207.0,316045.0,400203.0,224737.0,121610.0,41217,83990,42319,43330
20150804T,CNX Nifty,826,677,8564.1,8565.15,8448.25,8516.9,10752.38,9633710.0,66,11,491158,135902,774834,442021,961007,273890,642061,1137193,23163,23369,16914,14239,20081,63028,252909.0,0,760,0,27771,722662.0,2000,25,0,0,51702,56581,312313.0,444564.0,352993.0,462311.0,235293.0,133449.0,46994,101264,48154,50224
20150805T,CNX Nifty,1002,535,8547.45,8591.85,8545.85,8567.95,12977.66,8935733.0,77,10,512814,130371,790110,447484,982684,290860,652645,1142785,26866,26349,18624,15338,20081,63742,253764.0,0,760,0,28964,720266.0,2000,25,0,0,48052,73622,338708.0,441898.0,363782.0,519303.0,235648.0,136903.0,51404,111293,49970,56345
20150806T,CNX Nifty,664,856,8585.8,8606.3,8551.5,8588.65,10859.25,8189246.0,42,9,521620,129155,823094,458480,1000783,297035,657426,1150191,27036,29456,19705,16961,18868,63302,253764.0,0,760,0,29924,717857.0,2000,25,0,0,51093,90475,362211.0,463264.0,399838.0,584760.0,241404.0,142564.0,56347,121498,52821,61703
20150807T,CNX Nifty,655,862,8580.8,8595.95,8552.7,8564.6,9600.51,8191923.0,43,7,529745,128711,839084,470617,1015399,307123,654672,1163670,32522,32909,22080,21100,19408,62190,253544.0,0,760,0,34413,713810.0,2000,25,0,0,47598,92703,346365.0,455640.0,396139.0,586668.0,242312.0,144932.0,60869,131452,56895,66777
20150810T,CNX Nifty,682,842,8577.0,8621.55,8497.8,8525.6,9456.99,7733302.0,45,7,548529,128373,851655,472066,1028949,308671,655526,1180816,34123,34548,22664,22127,18566,62478,253544.0,0,760,0,35386,712875.0,2000,33,0,0,45306,95417,347695.0,478084.0,404353.0,584332.0,246680.0,144874.0,61051,138692,59575,70740
20150811T,CNX Nifty,389,1133,8548.45,8556.25,8441.3,8462.35,9001.55,8285982.0,30,12,531632,146511,869586,474704,1076659,312645,657198,1187865,35799,37192,23041,23387,21247,56678,255509.0,0,0,0,35095,713232.0,1500,33,0,0,44916,83585,322605.0,544165.0,377426.0,542056.0,251445.0,154227.0,62283,161554,64397,70043
20150812T,CNX Nifty,230,1296,8445.7,8446.95,8337.95,8349.45,9772.15,8459282.0,18,12,464855,178467,899960,495887,1182297,303069,674951,1195260,37675,42364,23093,26116,24603,56796,255509.0,0,10300,0,35470,712150.0,1500,33,0,0,60349,86956,337340.0,662347.0,402411.0,556393.0,265956.0,160933.0,63257,188669,73784,70278
20150813T,CNX Nifty,450,1059,8384.45,8429.5,8339.75,8355.85,9533.58,8243142.0,14,19,458000,181529,898401,504019,1220576,290415,688353,1207021,38393,42610,25367,28086,25431,44796,255689.0,0,10300,0,36238,708879.0,1500,25,0,0,57781,85805,369072.0,699825.0,432098.0,618632.0,270755.0,166783.0,65035,201798,74064,74147
20150814T,CNX Nifty,1082,420,8402.35,8530.1,8381.2,8518.55,9483.85,8619644.0,25,15,453255,168040,905648,500520,1238524,295653,696094,1215985,39283,44498,27646,31146,24311,48331,255689.0,0,5300,0,36790,710100.0,1500,25,0,0,56516,75322,383081.0,590081.0,416730.0,706045.0,273578.0,169982.0,73391,191740,71417,86590
20150817T,CNX Nifty,772,750,8530.5,8530.6,8428.05,8477.3,8473.4,7541774.0,20,14,424226,175985,912417,493108,1240847,292426,696861,1216288,40938,46007,28491,31872,20569,46416,255689.0,0,0,0,38255,711037.0,1500,25,0,0,66873,72330,363248.0,641026.0,409325.0,646767.0,280749.0,174033.0,73825,196884,71371,91170
20150818T,CNX Nifty,884,631,8505.85,8525.75,8433.6,8466.55,8274.27,7914945.0,29,10,421582,171238,917661,496103,1258010,290224,711037,1218581,40520,47124,28895,33238,20329,46416,255689.0,0,0,0,38476,711839.0,1500,46,0,0,55884,73213,341719.0,654713.0,427501.0,691563.0,297150.0,194430.0,76529,206058,73108,95764
20150819T,CNX Nifty,743,758,8468.05,8520.45,8425.95,8495.15,9556.4,8121524.0,36,14,416641,184758,919757,491806,1283484,299195,723900,1212527,41542,48672,29191,34354,20329,46126,255689.0,0,0,0,37473,713870.0,1500,52,0,0,54573,80860,391332.0,655923.0,455859.0,787934.0,312762.0,211208.0,79629,210544,73384,98834
