date,symbol,adv,dec,open,high,low,close,qty,trades,new_high,new_low,fiiIdxFutlong,fiiIdxFutshort,fiiIdxCElong,fiiIdxCEshort,fiiIdxPElong,fiiIdxPEshort,fiiStkFutlong,fiiStkFutshort,fiiStkCElong,fiiStkCEshort,fiiStkPElong,fiiStkPEshort,diiIdxFutlong,diiIdxFutshort,diiIdxCElong,diiIdxCEshort,diiIdxPElong,diiIdxPEshort,diiStkFutlong,diiStkFutshort,diiStkCElong,diiStkCEshort,diiStkPElong,diiStkPEshort,propIdxFutlong,propIdxFutshort,propIdxCElong,propIdxCEshort,propIdxPElong,propIdxPEshort,propStkFutlong,propStkFutshort,propStkCElong,propStkCEshort,propStkPElong,propStkPEshort
20190606T,Nifty 50,469,1382,12039.8,12039.8,11830.25,11843.75,17056.2,13149021.0,16,72,145547,110062,170637,58379,283092,112204,835610,601931,15001,16964,18166,15589,47046,29270,24397.0,0,77758,0,25340,938111.0,0,1080,0,0,17926,43828,98344.0,196075.0,112774.0,146476.0,138031.0,79187.0,43160,93721,44701,38463
20190607T,Nifty 50,710,1125,11865.2,11897.5,11769.5,11870.65,15033.67,11277081.0,7,86,141990,109775,177898,58111,285386,115493,829919,594796,16916,18187,19415,16577,47046,26878,24397.0,0,79358,0,26285,939086.0,0,1080,0,0,13610,44349,129410.0,232694.0,121067.0,172468.0,138525.0,79195.0,44364,100890,46096,40888
20190610T,Nifty 50,701,1143,11934.9,11975.05,11871.75,11922.7,16407.61,10583638.0,14,113,136682,106902,182128,61553,292791,120114,832907,594112,17384,20805,19756,17566,47299,28078,24397.0,0,79499,0,26163,937596.0,0,1280,0,0,19846,45826,126950.0,262274.0,135153.0,205070.0,139759.0,78061.0,49465,109714,46814,44575
20190612T,Nifty 50,694,1124,11962.45,11962.45,11866.35,11906.2,12552.29,9595590.0,12,76,138880,99067,190946,63131,315625,123691,831961,587750,17826,21781,19794,18367,47150,30203,24397.0,0,80216,0,27532,941402.0,0,1848,0,0,17664,43788,129205.0,312715.0,147831.0,249249.0,147193.0,82214.0,52304,118182,50204,49460
20190613T,Nifty 50,590,1226,11873.9,11931.35,11817.05,11914.05,14908.3,11281799.0,12,88,140550,102507,168443,57312,311639,113409,834293,595075,18949,21893,20665,17608,43150,33854,24397.0,0,80216,0,14029,934622.0,0,1848,0,0,17614,40611,103882.0,171064.0,112832.0,155524.0,152989.0,85105.0,53300,123861,52326,53365
20190617T,Nifty 50,413,1444,11844.0,11844.05,11657.75,11672.15,12924.64,9634420.0,8,155,151380,104427,194466,76705,349887,111725,826267,608675,18497,24515,19721,16681,44258,24599,24397.0,0,80953,0,14757,942250.0,0,1848,0,0,17650,47606,123246.0,341315.0,143883.0,188107.0,161060.0,94406.0,55877,148097,57421,55802
20190618T,Nifty 50,649,1193,11677.05,11727.2,11641.15,11691.5,15259.12,11661240.0,14,151,154839,106303,197028,82430,368569,117924,830561,612406,18911,24504,19368,16124,43248,21071,24397.0,0,80605,0,15262,944641.0,0,1848,0,0,18324,46426,132003.0,327915.0,137837.0,203567.0,168468.0,99219.0,57914,150284,57633,58146
20190620T,Nifty 50,1132,701,11653.65,11843.5,11635.05,11831.75,20406.16,12693524.0,9,187,166098,121966,185818,60326,340506,118585,844765,609581,21761,22507,20194,18061,40803,27026,24397.0,0,80365,0,18433,947338.0,0,1848,0,0,17149,45252,100952.0,160150.0,113871.0,189236.0,180146.0,116066.0,72046,145539,57098,75745
20190621T,Nifty 50,899,920,11827.6,11827.95,11705.1,11724.1,18585.9,13130792.0,12,98,166974,124333,200487,70401,356457,131423,841644,605251,19432,24048,20940,17356,40895,26311,24397.0,0,80485,0,19342,949614.0,0,1848,0,0,15211,43764,120553.0,214607.0,127292.0,191909.0,186563.0,123522.0,70665,153941,58465,74091
20190625T,Nifty 50,966,830,11681.0,11814.4,11651.0,11796.45,15160.31,10624011.0,23,99,167762,136275,209082,73494,355524,136699,837812,582243,16911,22477,19243,15858,44079,26233,24397.0,0,80485,0,20438,945499.0,0,1848,0,0,20238,47119,117828.0,221818.0,135043.0,260351.0,183408.0,126394.0,75844,150138,60792,79768
20190626T,Nifty 50,1083,705,11768.15,11871.85,11757.55,11847.55,17983.56,11126779.0,10,73,162914,142162,201290,66154,347380,133964,846665,569332,15455,20429,18567,13866,42546,23569,24399.0,0,80487,0,21130,945032.0,0,1848,0,0,28082,41011,123797.0,230872.0,155494.0,305655.0,172710.0,127630.0,76879,142199,60313,80004
20190627T,Nifty 50,1062,737,11860.85,11911.15,11821.05,11841.55,21890.41,12496374.0,12,52,113394,69449,126404,29824,154835,54052,776512,490840,2080,2588,2177,1492,43120,36314,16494.0,0,73973,0,7017,916109.0,0,0,0,0,24369,34577,81247.0,120870.0,115228.0,111625.0,122535.0,80324.0,25329,34277,26417,22842
20190701T,Nifty 50,909,908,11839.9,11884.65,11830.8,11865.6,12146.96,9091676.0,12,52,116315,71872,126087,40087,186056,60687,786493,501045,8507,9307,7217,5802,39667,36958,16494.0,0,76116,0,6720,926381.0,0,0,0,0,32099,34733,122510.0,210013.0,162191.0,191919.0,132304.0,89005.0,38503,60167,36840,33253
20190702T,Nifty 50,836,951,11890.3,11917.45,11814.7,11910.3,13620.51,9691017.0,11,43,118174,76059,129902,39285,194818,66310,789699,503966,10214,11189,8373,6358,39532,35825,16494.0,0,76116,0,6520,927206.0,0,0,0,0,27899,32844,122983.0,221835.0,160191.0,216991.0,135634.0,90433.0,42418,66660,39404,34971
20190703T,Nifty 50,958,813,11932.15,11945.2,11887.05,11916.75,12521.31,9393868.0,14,51,118513,75986,130415,40858,197671,70899,794804,502333,11622,12750,9310,6789,39512,44000,16518.0,0,76116,0,7056,930143.0,0,0,0,0,26552,32412,131554.0,252147.0,170132.0,247088.0,136959.0,92436.0,46222,73420,40428,37300
20190704T,Nifty 50,920,863,11928.8,11969.25,11923.65,11946.75,12929.64,9415611.0,11,43,122159,81358,129452,32381,171935,78559,797464,500249,12443,13983,10360,7557,39639,44000,16518.0,0,76832,0,9050,926979.0,0,0,0,0,26615,34064,101360.0,160263.0,127921.0,129528.0,136530.0,93215.0,47649,78790,43332,40305
20190705T,Nifty 50,468,1317,11964.75,11981.75,11797.9,11811.15,15495.03,11369661.0,27,56,122242,89057,137070,43191,189290,92329,801095,507651,13207,15844,9884,8270,39761,36341,20874.0,0,77052,0,8996,929842.0,0,0,0,0,27896,37971,116373.0,255258.0,158667.0,159120.0,141472.0,89987.0,47498,93125,49234,40737
20190709T,Nifty 50,882,919,11531.6,11582.55,11461.0,11555.9,13314.8,11724313.0,18,81,116476,132221,165826,66311,229789,83980,812102,537239,15071,19252,13059,10730,39967,26509,21407.0,0,79222,0,9613,935590.0,0,0,0,0,36691,39874,125171.0,394726.0,171427.0,198161.0,152624.0,84789.0,50546,120187,59376,51964
20190711T,Nifty 50,931,841,11561.45,11599.0,11519.5,11582.9,11997.04,10107996.0,20,81,118785,125792,153315,48415,231367,70397,824721,543482,16544,21374,14613,11667,39967,27151,21940.0,0,79442,0,10400,940749.0,0,0,0,0,24713,38643,92230.0,175039.0,135827.0,137964.0,159232.0,89005.0,57157,129941,58900,55212
20190712T,Nifty 50,898,895,11601.15,11639.55,11538.6,11552.5,13188.08,10579755.0,17,80,121106,125649,173032,56135,238639,77231,833885,546210,17501,22353,15452,12069,40645,25651,21940.0,0,78440,0,12957,941951.0,0,0,0,0,22750,41003,111989.0,203434.0,138316.0,147914.0,164806.0,93362.0,59080,136452,61544,59102
20190715T,Nifty 50,605,1241,11614.75,11618.4,11532.3,11588.35,11653.25,9886701.0,14,116,121368,122147,179409,55674,247172,83166,840528,545211,17628,23153,15736,12487,40645,26651,21940.0,0,78440,0,14552,942499.0,0,0,0,0,22193,43437,119711.0,246523.0,145658.0,177128.0,169149.0,97959.0,60425,143734,62698,62647
20190716T,Nifty 50,871,952,11596.65,11670.05,11573.95,11662.6,13671.58,10789625.0,11,119,128157,129766,180741,54630,249600,82468,844389,537146,18797,21954,17943,15396,40657,29651,21407.0,0,78440,0,14359,948815.0,0,0,0,0,25340,41654,122744.0,244464.0,139940.0,199427.0,172279.0,107004.0,63975,142443,63654,69590
20190717T,Nifty 50,876,931,11670.75,11706.65,11651.15,11687.5,13602.13,10734789.0,16,82,126801,133252,203770,52755,257247,84547,841816,542504,18379,22418,18344,14821,40667,29400,26799.0,0,76642,0,16502,947353.0,0,0,0,0,21914,39882,117510.0,247458.0,141840.0,233591.0,180995.0,108586.0,66348,155438,67375,73948
20190718T,Nifty 50,438,1372,11675.6,11677.15,11582.4,11596.9,13698.22,11642670.0,14,115,135255,125169,162508,49373,247409,73199,851507,574172,18231,24292,18049,14393,40664,27400,26799.0,0,77442,0,18844,949825.0,0,0,0,0,22291,41794,88647.0,187719.0,124853.0,147025.0,192856.0,120388.0,64440,174216,70485,71532
20190722T,Nifty 50,541,1283,11392.85,11398.15,11301.25,11346.2,13705.73,11840414.0,5,181,112640,123096,170147,77124,272231,84316,880147,583829,17791,25371,16301,13343,43061,19571,27466.0,0,88287,0,22202,967314.0,0,0,0,0,29556,45860,126348.0,327063.0,151823.0,186855.0,196225.0,141223.0,66606,184794,73739,71426
20190723T,Nifty 50,925,913,11372.25,11398.15,11302.8,11331.05,14108.05,11638870.0,10,125,128328,144878,159872,76332,278502,91894,868192,575104,18204,25704,14455,12264,44525,19547,27466.0,0,91146,0,23241,965788.0,0,0,0,0,37672,47961,128299.0,351850.0,151907.0,181019.0,193984.0,141990.0,68731,181890,74376,73415
20190724T,Nifty 50,566,1260,11322.45,11359.75,11229.8,11271.3,14461.75,12303994.0,8,124,127467,159381,171974,86285,253587,94222,873697,586291,15745,21990,11684,9499,50112,14714,27933.0,0,88131,0,24885,959685.0,0,0,0,0,39561,43756,130054.0,380075.0,155714.0,182068.0,180387.0,130259.0,68977,175104,74464,71239
20190725T,Nifty 50,809,1021,11290.4,11361.4,11239.35,11252.15,18040.42,12953918.0,5,132,76813,111620,122948,36146,166419,67225,815857,553438,5186,4066,4227,3240,45291,14599,23541.0,0,88011,0,12537,932468.0,0,0,0,0,31832,23784,90429.0,157280.0,132425.0,116305.0,128896.0,75675.0,25829,44396,36425,29473
20190726T,Nifty 50,994,816,11247.45,11307.6,11210.05,11284.3,15851.2,11144233.0,8,134,72893,121371,137642,38846,176583,76592,831189,551411,11982,9429,8148,6877,46160,9828,23541.0,0,88011,0,13331,950324.0,0,230,0,0,31712,21931,117673.0,187452.0,155942.0,164469.0,133250.0,85006.0,35581,58044,42505,40342
20190729T,Nifty 50,488,1341,11307.5,11310.95,11152.4,11189.2,22473.5,11106942.0,10,139,64981,133924,155699,46331,199042,81008,837474,558502,13969,13405,10342,7657,50664,9875,23541.0,0,88021,0,14229,954892.0,0,230,0,0,39335,21602,138521.0,282342.0,192095.0,202758.0,134033.0,79097.0,36973,72417,48174,44436
20190731T,Nifty 50,853,988,11034.05,11145.3,10999.4,11118.0,18075.33,13209941.0,7,243,62010,128086,175745,67011,230761,81764,875475,561063,17391,15586,11877,9820,56719,8862,23561.0,0,81077,0,16800,990658.0,0,287,0,0,37441,22413,150031.0,392602.0,197043.0,240588.0,138657.0,79857.0,47468,94167,55339,55938
20190801T,Nifty 50,531,1291,11060.2,11076.75,10881.0,10980.0,15491.45,13464784.0,4,175,58850,149566,179857,71591,231492,88247,881701,576591,20026,18180,13315,10039,64745,8442,23541.0,0,78556,0,18789,1004183.0,0,287,0,0,50026,24449,109919.0,249029.0,169676.0,146234.0,146728.0,80236.0,46069,103639,58508,54393
20190802T,Nifty 50,793,1013,10930.3,11080.15,10848.95,10997.35,18045.18,13694936.0,9,192,59744,161778,197694,98480,240395,93329,904141,580131,24858,19309,14395,11503,68209,8010,23606.0,0,78146,0,19154,1022909.0,0,525,0,0,48920,23595,138304.0,279673.0,185168.0,182063.0,150077.0,83807.0,48677,109421,58727,58168
20190805T,Nifty 50,497,1354,10895.8,10895.8,10782.6,10862.6,15735.65,12822920.0,30,210,70103,184111,228537,123749,244790,95839,932007,590129,25550,20921,14358,11665,72872,7995,23606.0,0,78126,0,18782,1027597.0,0,775,0,0,48125,24558,141098.0,363903.0,185836.0,195006.0,151963.0,86094.0,50562,121945,64042,61034
20190806T,Nifty 50,1329,498,10815.4,11018.55,10813.8,10948.25,16125.42,13953437.0,23,132,67451,189342,240411,129150,252897,100489,939427,585164,27167,21221,15381,12461,76090,7600,23646.0,0,78126,0,19603,1029632.0,0,975,0,0,41418,23380,150494.0,347219.0,194945.0,250056.0,151504.0,90465.0,54457,127052,64696,66179
20190807T,Nifty 50,854,974,10958.1,10975.65,10835.9,10855.5,16425.84,13010737.0,26,88,66021,200885,244227,122136,250731,92801,945792,584376,27564,21824,15852,12581,74826,7165,23606.0,0,87330,0,20049,1021143.0,0,975,0,0,42539,23018,143567.0,444662.0,196655.0,236379.0,156429.0,86565.0,52406,139856,68204,67247
20190808T,Nifty 50,1057,742,10899.2,11058.05,10842.95,11032.45,15739.35,12779882.0,26,79,68538,199063,227365,100070,250328,95956,947563,582808,27332,22006,16414,13820,70669,6988,23568.0,0,85330,0,21693,1028015.0,0,975,0,0,39101,20406,142354.0,235388.0,166221.0,181526.0,160672.0,91416.0,60412,135640,66253,69979
20190809T,Nifty 50,1170,633,11087.9,11181.45,11062.8,11109.65,16653.11,12170435.0,12,75,68728,204173,241175,96645,253365,103427,951152,601687,27327,22226,17203,14092,65646,6628,23541.0,0,85330,0,23623,1003512.0,0,975,0,0,38218,17448,152018.0,259427.0,187375.0,212283.0,159874.0,86602.0,62088,145216,67971,74980
20190813T,Nifty 50,546,1277,11139.4,11145.9,10901.6,10925.85,17018.15,13765528.0,29,78,68782,204664,246173,105063,267830,99918,948317,626897,34744,28937,18242,14238,65266,7756,23541.0,0,86650,0,25918,985024.0,0,975,0,0,40192,23821,142716.0,415590.0,199948.0,214684.0,173491.0,86068.0,57869,162486,75111,76388
20190814T,Nifty 50,988,817,11003.25,11078.15,10935.6,11029.4,15594.29,12826394.0,11,87,80592,205187,234645,105878,264774,95984,949845,625680,35622,29000,18910,16064,67059,7756,23541.0,0,85330,0,25709,983410.0,0,942,0,0,29847,20938,129580.0,222407.0,163062.0,174444.0,176914.0,85510.0,60165,157733,70461,78573
20190816T,Nifty 50,870,944,11043.65,11068.65,10924.3,11047.8,15461.55,12797304.0,29,91,82251,211635,249489,113798,275088,105749,945977,629841,36234,29819,18633,16854,76947,8367,23541.0,0,85330,0,26393,994201.0,0,942,0,0,28002,26726,167039.0,252838.0,177559.0,237774.0,183748.0,90016.0,62104,157039,68601,81675
20190819T,Nifty 50,955,889,11094.8,11146.9,11037.85,11053.9,12830.36,10159277.0,29,77,78841,210070,246462,122499,281168,112155,940740,632669,35276,30533,19431,16576,75124,8347,23541.0,0,85330,0,27701,989588.0,0,942,0,0,31516,20928,148581.0,288995.0,192117.0,238648.0,190841.0,94036.0,62199,163515,69370,83144
20190820T,Nifty 50,641,1185,11063.9,11076.3,10985.3,11017.0,13826.23,10377316.0,22,92,85213,207998,243610,126600,290413,111927,939972,646416,34865,29969,19838,16295,75084,8253,23581.0,0,76126,0,28232,986741.0,0,942,0,0,31190,23321,155241.0,326713.0,195518.0,229295.0,208717.0,108775.0,64255,174626,72498,84094
20190821T,Nifty 50,452,1398,11018.15,11034.2,10906.65,10918.7,15229.13,10681850.0,25,138,91033,214157,238799,144357,304823,117844,940659,649819,34354,31707,19814,16265,75084,8173,23581.0,0,82426,0,28650,985157.0,0,942,0,0,40459,24577,151124.0,418753.0,197687.0,207335.0,215732.0,114919.0,64154,184812,76877,83187
20190822T,Nifty 50,348,1521,10905.3,10908.25,10718.3,10741.35,19279.39,12913786.0,31,206,95941,218802,229366,130844,290798,84782,952522,660864,34316,33915,20293,16665,78694,7465,28648.0,0,84356,0,28429,985702.0,0,942,0,0,37389,29529,128637.0,286961.0,141029.0,146518.0,225749.0,125022.0,65592,195791,79395,81852
20190823T,Nifty 50,1044,802,10699.6,10862.55,10637.15,10829.35,18909.56,13285114.0,25,227,93874,211789,246226,170864,295288,98939,960855,658824,34687,34557,20829,18644,79844,7961,28910.0,0,84252,0,29264,1004780.0,0,942,0,0,33695,23906,150122.0,281519.0,147079.0,174762.0,225368.0,132986.0,70869,186493,77132,86340
20190826T,Nifty 50,1344,490,11000.3,11070.3,10756.55,11057.85,19690.18,13225983.0,46,91,93467,208896,265367,143706,303585,124027,984466,659269,33522,31501,20249,17533,81037,6955,23661.0,0,82492,0,25608,1007583.0,0,942,0,0,33057,23981,158645.0,288708.0,172389.0,267342.0,223906.0,140316.0,75177,177703,76221,90732
20190827T,Nifty 50,1297,516,11106.55,11141.75,11049.5,11105.35,20486.07,15900443.0,32,51,105631,214303,271153,155057,326873,151788,990884,631751,31457,27764,18733,15952,80870,7372,23661.0,0,82492,0,26716,1012497.0,0,942,0,0,30556,29656,167345.0,316182.0,162053.0,294710.0,207855.0,136015.0,79015,173246,75777,93219
20190828T,Nifty 50,691,1145,11101.3,11129.65,10987.65,11046.1,16397.01,11397750.0,27,43,115902,242436,267130,157462,363686,166466,984643,635099,28334,24736,15946,12682,80658,7327,23661.0,0,80292,0,26095,1014005.0,0,712,0,0,41280,23420,143928.0,380759.0,164815.0,268842.0,199832.0,124387.0,76595,177904,80785,88389
20190829T,Nifty 50,640,1188,10996.05,11021.1,10922.4,10948.3,17790.06,10865890.0,36,76,117995,260755,255243,174468,385110,169914,1000602,634809,27643,23965,14256,10546,83177,7151,23661.0,0,80292,0,38489,1083382.0,0,712,0,0,64438,24630,159458.0,365812.0,163604.0,197770.0,184247.0,103142.0,79499,168540,85040,82995
20190830T,Nifty 50,1038,762,10987.8,11042.6,10874.8,11023.25,17290.71,12487064.0,20,69,32551,135435,164504,116497,301851,121044,943656,546777,12735,12530,8149,6519,81547,7107,16482.0,0,90292,0,8498,1035458.0,0,0,0,0,30202,14385,120390.0,203312.0,135033.0,165186.0,136910.0,78485.0,39957,68922,50205,45816
20190903T,Nifty 50,544,1259,10960.95,10967.5,10772.7,10797.9,13796.94,10610928.0,21,78,37362,135961,171751,126596,310826,108871,940596,560860,13871,14838,10335,7107,77643,11235,21600.0,0,95346,0,8173,1034462.0,0,140,0,0,34194,18793,133863.0,358111.0,157300.0,164811.0,142402.0,78603.0,39135,86197,56726,47667
20190904T,Nifty 50,936,852,10790.4,10858.75,10746.35,10844.65,14046.93,11266438.0,22,66,32083,117211,195631,140184,303266,126864,941321,561089,15577,15917,11765,8601,78061,11210,21600.0,0,98366,0,8465,1042326.0,0,140,0,0,31555,23301,163223.0,375887.0,172867.0,248421.0,149740.0,88160.0,43890,91059,58769,52255
20190905T,Nifty 50,1161,640,10860.95,10920.1,10816.0,10847.9,15005.63,11288364.0,15,60,27952,126956,163826,108302,269048,108129,948145,558140,16248,17051,12578,9795,78061,10088,21600.0,0,98374,0,10429,1042901.0,0,308,0,0,36018,22450,124969.0,197723.0,136150.0,134815.0,153805.0,91809.0,47741,97640,59863,57043
20190906T,Nifty 50,1195,618,10883.8,10957.05,10867.45,10946.2,14391.83,10310805.0,15,40,34633,129197,189185,124564,288785,114518,943945,565317,18440,17083,13442,11515,72303,9158,21600.0,0,98394,0,10830,1044443.0,0,878,0,0,30649,22252,151509.0,215418.0,153759.0,189309.0,154995.0,95627.0,52022,96642,59165,62261
20190909T,Nifty 50,1187,639,10936.7,11028.85,10889.8,11003.05,13476.21,9692242.0,24,42,37533,129977,208284,114677,294012,118810,938964,562411,18922,18117,14102,12446,68163,9148,20401.0,0,98389,0,12343,1044029.0,0,1152,0,0,29655,23417,154700.0,237034.0,161155.0,262625.0,157684.0,97939.0,55113,96882,59842,67948
20190911T,Nifty 50,1378,484,11028.5,11054.8,11011.65,11035.7,19220.71,13187748.0,25,53,45097,137528,218606,123920,307659,122006,946112,554334,19802,19614,15449,14776,66218,8248,20401.0,0,98364,0,13746,1047268.0,0,1152,0,0,38852,24150,164999.0,290889.0,175623.0,329585.0,159347.0,104760.0,58826,101040,59706,77468
20190912T,Nifty 50,990,871,11058.3,11081.75,10964.95,10982.8,17038.92,11710209.0,23,24,48211,153307,193712,122460,301397,112569,938221,554454,20310,21594,16495,14864,65131,8429,20401.0,0,98359,0,20893,1038739.0,0,1152,0,0,36600,21172,116758.0,198299.0,135057.0,168160.0,157458.0,95231.0,55772,110804,62260,74796
20190913T,Nifty 50,1157,678,10986.8,11084.45,10945.75,11075.9,17281.08,10597856.0,20,22,56567,158696,202465,119185,315679,122832,943198,562316,20724,21220,16519,15789,61088,4996,27132.0,0,97359,0,21106,1047182.0,0,1152,0,0,34074,22783,165796.0,220329.0,164923.0,242184.0,169955.0,104084.0,60341,110422,60567,78303
20190916T,Nifty 50,985,860,10994.85,11052.7,10968.2,11003.5,15366.52,11451652.0,15,36,52749,176473,203306,130984,341037,124672,944480,571119,21113,22093,17319,15500,63101,5006,27132.0,0,97359,0,21003,1047212.0,0,1152,0,0,42062,24995,176377.0,302903.0,180980.0,234089.0,171135.0,102644.0,56092,124611,65105,75449
20190917T,Nifty 50,516,1328,11000.1,11000.1,10796.5,10817.6,17015.01,12671923.0,22,43,65309,176227,194524,158821,381409,137272,954850,578271,20085,23519,17933,14842,73579,8980,27132.0,0,102159,0,21305,1040886.0,0,1324,0,0,30777,30608,178633.0,409483.0,191591.0,224840.0,175634.0,107272.0,51920,145056,73668,69459
20190919T,Nifty 50,408,1405,10845.2,10845.2,10670.25,10704.8,18008.1,10988135.0,13,56,61712,185163,159781,154183,335351,104498,976750,600926,20974,24669,18671,14562,79383,12366,33132.0,0,99979,0,20096,1045045.0,0,1324,0,0,33439,28861,144932.0,258406.0,139807.0,150628.0,200107.0,125551.0,54391,165072,82543,71339
20190920T,Nifty 50,1389,488,10746.8,11381.9,10691.0,11274.2,35498.25,23670157.0,36,45,112637,177317,200424,171605,343167,145442,1009803,599507,28376,22842,20454,17858,84695,3700,16482.0,0,92104,0,20092,1033551.0,104,1020,0,0,28305,62761,215394.0,233726.0,168846.0,286502.0,193732.0,152202.0,81716,121116,71100,96862
20190924T,Nifty 50,811,1026,11590.7,11655.05,11539.2,11588.2,19053.71,15643277.0,33,38,130863,162927,225975,194545,391388,160601,1015142,599632,27783,22770,20681,18595,78567,6104,16552.0,0,90304,0,23401,1026099.0,0,1020,0,0,22526,60538,207319.0,275670.0,162541.0,349813.0,187624.0,159448.0,85478,133050,76434,102989
20190925T,Nifty 50,497,1343,11564.85,11564.95,11416.1,11440.2,17420.28,14276495.0,22,47,114440,149915,248146,207803,413461,172880,997268,593052,24121,18191,19875,17227,70965,3606,16572.0,0,90304,0,21396,1038940.0,0,1113,0,0,20775,55826,203569.0,337894.0,179582.0,317873.0,173152.0,136246.0,82584,141770,81110,94808
20190926T,Nifty 50,986,836,11469.85,11610.85,11466.35,11571.2,20965.78,15236640.0,25,66,52487,101818,123672,76761,199445,62379,947956,554308,2363,3285,3525,2889,59102,4753,16592.0,0,74767,0,11388,1032288.0,0,167,0,0,16331,21735,96599.0,132946.0,117765.0,142341.0,123176.0,79190.0,29097,46637,36305,28397
20190927T,Nifty 50,651,1181,11556.35,11593.6,11499.75,11512.4,17505.89,12732446.0,17,75,48202,99452,138083,109828,233528,70024,938545,569111,5850,7186,6949,5654,59098,4753,21513.0,0,74767,0,11475,1039633.0,0,167,0,0,16370,24952,132884.0,190969.0,150186.0,174477.0,136858.0,83135.0,36958,67122,43001,36008
20190930T,Nifty 50,518,1369,11491.15,11508.25,11390.8,11474.45,22285.56,13905012.0,22,101,53034,93500,154635,121194,251538,80168,943741,581306,7580,9034,8316,7446,62753,7968,21513.0,0,75615,0,11917,1050757.0,0,600,0,0,22378,27523,147681.0,273413.0,165001.0,190426.0,143512.0,87683.0,41618,80976,50083,41543
20191001T,Nifty 50,389,1472,11515.4,11554.2,11247.9,11359.9,27986.46,16103396.0,11,135,60625,101216,173052,132888,266963,88411,951043,603223,10335,12937,10115,9215,63252,7948,23262.0,0,75615,0,11288,1056002.0,0,1088,0,0,27351,29878,154003.0,330318.0,159576.0,176214.0,153568.0,88894.0,45749,95034,57869,45444
20191003T,Nifty 50,702,1133,11322.25,11370.4,11257.35,11314.0,20635.31,13847634.0,18,122,56680,110071,154362,100423,241166,77542,954673,610989,13278,15749,11475,10982,65052,7948,23262.0,0,82720,0,11571,1066802.0,0,1233,0,0,27584,28392,95561.0,159453.0,135219.0,143672.0,153043.0,92653.0,49064,100470,59851,50439
20191004T,Nifty 50,671,1178,11388.45,11400.3,11158.35,11174.75,19458.12,12975923.0,12,88,54123,114709,177965,137392,284852,95397,948326,610202,14683,18394,12154,11959,63164,7893,26722.0,0,92206,0,11374,1066555.0,0,1361,0,0,25514,26341,129208.0,271390.0,163260.0,170541.0,156222.0,86222.0,47247,107806,63224,51467
20191007T,Nifty 50,608,1245,11196.2,11233.85,11112.65,11126.4,16818.91,11018315.0,15,124,56374,107223,186467,130177,283751,99635,950560,605626,16317,20138,12322,13017,63148,7823,26722.0,0,95266,0,11295,1066479.0,0,1361,0,0,20314,27065,131851.0,291668.0,166580.0,190196.0,159689.0,85851.0,50522,114636,65596,56760
20191009T,Nifty 50,986,862,11152.95,11321.6,11090.15,11313.3,19296.38,12592226.0,16,130,47996,102873,200038,132361,292715,118563,950880,588633,16648,21973,13793,15179,54556,7840,26732.0,0,95181,0,11604,1068549.0,298,1346,0,0,22792,23811,149867.0,281752.0,169894.0,279576.0,159233.0,93361.0,55213,112687,64762,61108
20191011T,Nifty 50,879,952,11257.7,11362.9,11189.4,11305.05,18974.38,12157989.0,11,127,56055,109728,195080,131832,265397,103732,947394,602868,20771,24885,16436,18235,60581,7840,26732.0,0,95186,0,13996,1058840.0,258,1636,0,0,20133,23504,141123.0,222873.0,155272.0,171622.0,167669.0,92818.0,56403,130706,68031,65073
20191014T,Nifty 50,919,914,11335.9,11420.45,11290.05,11341.15,18019.53,11633644.0,19,125,60256,101661,206959,142177,275930,110060,950024,597111,21689,25594,16844,19189,55446,7840,24962.0,0,95186,0,16581,1058467.0,250,1790,0,0,18446,26612,129840.0,217956.0,156763.0,206909.0,166634.0,90157.0,58256,134150,69553,69195
20191015T,Nifty 50,855,955,11360.85,11462.35,11342.1,11428.3,16989.96,12093280.0,13,117,63490,95604,219265,144038,276786,120146,957893,596594,23474,26047,18055,21071,58430,7199,23262.0,0,95186,0,17554,1058051.0,168,1890,6,0,21220,34467,147999.0,219176.0,161505.0,256776.0,169303.0,97993.0,62604,133717,70160,75153
20191016T,Nifty 50,833,996,11464.95,11481.05,11411.1,11464.0,17922.33,12454759.0,16,122,62992,91732,214974,141590,270375,123986,965326,590995,25117,27028,18375,21180,53782,7199,23262.0,0,95186,0,19324,1062517.0,100,2023,0,0,20054,32544,146718.0,256786.0,157489.0,266755.0,171320.0,103432.0,64650,139845,73127,77315
20191017T,Nifty 50,1125,707,11466.3,11599.1,11439.65,11586.35,20134.24,13247147.0,18,129,67385,84913,186965,122410,252872,102096,969763,569078,24288,26321,19730,22766,55893,11185,28629.0,0,95289,0,21204,1057904.0,23,2023,0,0,18815,32792,117748.0,148892.0,127311.0,189614.0,168852.0,117420.0,71442,133976,70790,86689
20191018T,Nifty 50,1304,517,11580.3,11684.7,11553.15,11661.85,24479.24,13904157.0,26,88,61199,86049,212527,138010,261946,128498,971071,563166,25320,27725,21995,23712,56425,11185,30955.0,0,94441,0,21842,1050929.0,0,1863,0,0,19874,32150,137398.0,174291.0,150283.0,209364.0,167329.0,117332.0,73709,139157,71878,92617
